H3K27me3;5.393967971810319
H3K4me1;9.362298745941235
H3K4me3;32.72975797439436
H3K27ac;17.57794243689298
H3K36me3;5.173917112354486
H3K4me2;14.415414584059938
H3K9ac;20.546683057050796
H3K18ac;14.458145772246848
H4K12ac;8.615588371857212
H3.1;7.367845797603614
H3.2;19.431295310098655
H3.3;10.953130150816747
H3K9me3;4.162224398729853
H3ac;18.44329432483264
H2A;11.300825783499597
H3;14.460295578680588
H3K79me2;13.360127077298268
H4K20me3;7.279153676671214
H2A1;13.882241136671176
H2BK5ac;22.50870178059273
H4K16ac;10.333410124017854
H4K5ac;10.060539798266111
H4K8ac;11.88323035072196
H4ac;15.326825368718856
Histone Lysine Acetylation;8.946120432142022
Histone Lysine Crotonylation;11.603097531177797
H2Aub1;18.16370173881721
H3R2me2sK4me3;21.0765
H2Bub;15.575463759615385
H3K9me2;6.810869036493737
H2AZac;9.848908396739132
H3K14ac;6.816244934249264
H2BK119ub1;15.339651417004049
H2Bac;24.98465930232558
H3K9ac, H3K14ac;17.886796792186658
H3K56ac;8.335963276414883
H2B;33.25455087025316
H3K9me1;14.611370675453049
H4K20me1;7.974373608868943
H4K91ac;13.747775654162853
H3K36me2;8.638835541421958
H2BK120ac;11.503350028789178
H3.1, H3.2;15.825520670391063
H2BK20ac;10.172990282583621
H3K79me3;8.633007362946836
H3K4Tm3;19.665998229292843
H4;18.2243
H3R2me2s;11.0394
H3gen;17.321941806020067
H4R3me2;9.416756868589484
H3.3B;6.269209092631065
H3K27me2;28.70397868675995
H3K27me1;11.609484717618171
H2AX;15.754869460338103
H3K79me1;10.28278629478713
H2AFY2;10.339420146174408
H2AK119;24.96293900444445
H3K18cr;11.744074677825127
H3K64ac;14.356718895956037
